zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
1611,42.23945,-71.87702,Cherry Valley,MA,Massachusetts,TRUE,,2209,249.6,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1612,42.31037,-71.93095,Paxton,MA,Massachusetts,TRUE,,5005,126.6,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1701,42.32195,-71.43796,Framingham,MA,Massachusetts,TRUE,,33319,761.7,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1702,42.28242,-71.43428,Framingham,MA,Massachusetts,TRUE,,38842,1826.5,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1718,42.52165,-71.42983,Acton,MA,Massachusetts,TRUE,,767,2148.3,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1719,42.48837,-71.51779,Boxborough,MA,Massachusetts,TRUE,,5471,205.4,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1720,42.48397,-71.43809,Acton,MA,Massachusetts,TRUE,,23107,454.7,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1721,42.25726,-71.46867,Ashland,MA,Massachusetts,TRUE,,18646,583.5,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1730,42.4995,-71.27799,Bedford,MA,Massachusetts,TRUE,,14233,441.6,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1731,42.46422,-71.28202,Hanscom Afb,MA,Massachusetts,TRUE,,1917,316.7,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1740,42.43616,-71.60728,Bolton,MA,Massachusetts,TRUE,,5606,108.5,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1741,42.53001,-71.35128,Carlisle,MA,Massachusetts,TRUE,,5215,131.8,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1742,42.46221,-71.36504,Concord,MA,Massachusetts,TRUE,,18393,294.4,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1745,42.29155,-71.50101,Fayville,MA,Massachusetts,TRUE,,538,532.7,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1746,42.19775,-71.44499,Holliston,MA,Massachusetts,TRUE,,14386,297.8,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1747,42.12477,-71.535,Hopedale,MA,Massachusetts,TRUE,,6012,448.5,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1748,42.2255,-71.53781,Hopkinton,MA,Massachusetts,TRUE,,18501,272.4,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1749,42.38868,-71.54648,Hudson,MA,Massachusetts,TRUE,,20032,671,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1752,42.3494,-71.54681,Marlborough,MA,Massachusetts,TRUE,,41505,768.2,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1754,42.4264,-71.45607,Maynard,MA,Massachusetts,TRUE,,10702,795.1,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1756,42.09301,-71.55146,Mendon,MA,Massachusetts,TRUE,,6212,135,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1757,42.15723,-71.51978,Milford,MA,Massachusetts,TRUE,,30294,772.8,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1760,42.28436,-71.34966,Natick,MA,Massachusetts,TRUE,,36354,949.6,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1770,42.23416,-71.37532,Sherborn,MA,Massachusetts,TRUE,,4406,107.8,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1772,42.30144,-71.5304,Southborough,MA,Massachusetts,TRUE,,9842,279.1,25027,Worcester,"{""25027"": 100}",Worcester,25027,FALSE,FALSE,America/New_York
1773,42.42572,-71.31013,Lincoln,MA,Massachusetts,TRUE,,5155,143.6,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1775,42.42983,-71.51146,Stow,MA,Massachusetts,TRUE,,7130,158.8,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1776,42.38456,-71.42316,Sudbury,MA,Massachusetts,TRUE,,18912,299.2,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1778,42.3583,-71.35895,Wayland,MA,Massachusetts,TRUE,,14060,361.2,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1801,42.48694,-71.15415,Woburn,MA,Massachusetts,TRUE,,40967,1245,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1803,42.5028,-71.20147,Burlington,MA,Massachusetts,TRUE,,26234,898.7,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1810,42.64669,-71.16517,Andover,MA,Massachusetts,TRUE,,35600,450.3,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1821,42.54999,-71.25206,Billerica,MA,Massachusetts,TRUE,,31499,733,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1824,42.59156,-71.35553,Chelmsford,MA,Massachusetts,TRUE,,26574,568.1,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1826,42.68323,-71.30063,Dracut,MA,Massachusetts,TRUE,,32313,600.3,25017,Middlesex,"{""25017"": 99.44, ""25009"": 0.56}",Middlesex|Essex,25017|25009,FALSE,FALSE,America/New_York
1827,42.67643,-71.50052,Dunstable,MA,Massachusetts,TRUE,,3369,79,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1830,42.7959,-71.05323,Haverhill,MA,Massachusetts,TRUE,,27403,762.9,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1832,42.79099,-71.13133,Haverhill,MA,Massachusetts,TRUE,,25526,867.8,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1833,42.72409,-70.9821,Georgetown,MA,Massachusetts,TRUE,,8384,252.4,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1834,42.75198,-71.01486,Groveland,MA,Massachusetts,TRUE,,6739,293,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1835,42.75292,-71.08602,Haverhill,MA,Massachusetts,TRUE,,14164,700.1,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1840,42.70695,-71.16014,Lawrence,MA,Massachusetts,TRUE,,6814,5153.7,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1841,42.71077,-71.16494,Lawrence,MA,Massachusetts,TRUE,,53180,6746.6,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1843,42.68985,-71.16095,Lawrence,MA,Massachusetts,TRUE,,27804,3181.4,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1844,42.73426,-71.18858,Methuen,MA,Massachusetts,TRUE,,52502,917.3,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1845,42.67132,-71.08669,North Andover,MA,Massachusetts,TRUE,,31394,459,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1850,42.65569,-71.30292,Lowell,MA,Massachusetts,TRUE,,16438,4663.7,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1851,42.62915,-71.33674,Lowell,MA,Massachusetts,TRUE,,32469,3882.8,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1852,42.63231,-71.29538,Lowell,MA,Massachusetts,TRUE,,36740,2852.6,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1854,42.64939,-71.34827,Lowell,MA,Massachusetts,TRUE,,29157,2842.6,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1860,42.83858,-71.01194,Merrimac,MA,Massachusetts,TRUE,,6698,304.3,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1862,42.57427,-71.29437,North Billerica,MA,Massachusetts,TRUE,,10719,454.5,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1863,42.63274,-71.39132,North Chelmsford,MA,Massachusetts,TRUE,,9697,840.4,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1864,42.58156,-71.08759,North Reading,MA,Massachusetts,TRUE,,15549,456.3,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1867,42.53505,-71.1055,Reading,MA,Massachusetts,TRUE,,25511,988.5,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1876,42.61206,-71.22733,Tewksbury,MA,Massachusetts,TRUE,,30930,573.3,25017,Middlesex,"{""25017"": 99.19, ""25009"": 0.81}",Middlesex|Essex,25017|25009,FALSE,FALSE,America/New_York
1879,42.66626,-71.42911,Tyngsboro,MA,Massachusetts,TRUE,,12454,286.9,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1880,42.50348,-71.06559,Wakefield,MA,Massachusetts,TRUE,,27179,1420.9,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1886,42.58642,-71.44008,Westford,MA,Massachusetts,TRUE,,24535,313.2,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1887,42.56091,-71.16541,Wilmington,MA,Massachusetts,TRUE,,23311,530.3,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1890,42.45177,-71.14628,Winchester,MA,Massachusetts,TRUE,,22875,1464.3,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
1901,42.46125,-70.94639,Lynn,MA,Massachusetts,TRUE,,2291,3261,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1902,42.4712,-70.93983,Lynn,MA,Massachusetts,TRUE,,51008,8310.6,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1904,42.49151,-70.97166,Lynn,MA,Massachusetts,TRUE,,19912,1810.7,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1905,42.46355,-70.9733,Lynn,MA,Massachusetts,TRUE,,26962,3413.1,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1906,42.46922,-71.01299,Saugus,MA,Massachusetts,TRUE,,28521,951.1,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1907,42.47572,-70.90684,Swampscott,MA,Massachusetts,TRUE,,15183,1939.2,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1908,42.42856,-70.92614,Nahant,MA,Massachusetts,TRUE,,3354,1203.7,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1913,42.85297,-70.94459,Amesbury,MA,Massachusetts,TRUE,,17286,543,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1915,42.56841,-70.8647,Beverly,MA,Massachusetts,TRUE,,41545,1128.9,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1921,42.6815,-71.01887,Boxford,MA,Massachusetts,TRUE,,8265,135.2,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1922,42.75862,-70.91758,Byfield,MA,Massachusetts,TRUE,,3929,167.3,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1923,42.57398,-70.94923,Danvers,MA,Massachusetts,TRUE,,27789,812.5,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1929,42.63478,-70.77684,Essex,MA,Massachusetts,TRUE,,3650,101.1,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1930,42.62605,-70.68966,Gloucester,MA,Massachusetts,TRUE,,29814,439.4,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1937,42.58579,-70.98406,Hathorne,MA,Massachusetts,TRUE,,177,935.5,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1938,42.68568,-70.83989,Ipswich,MA,Massachusetts,TRUE,,13740,165.2,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1940,42.53523,-71.03695,Lynnfield,MA,Massachusetts,TRUE,,13023,499,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1944,42.58154,-70.76825,Manchester,MA,Massachusetts,TRUE,,5382,225.1,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1945,42.49924,-70.86348,Marblehead,MA,Massachusetts,TRUE,,20397,1777.8,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1949,42.6043,-71.01641,Middleton,MA,Massachusetts,TRUE,,9726,279.3,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1950,42.81237,-70.88785,Newburyport,MA,Massachusetts,TRUE,,18282,845.3,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1951,42.77742,-70.85022,Newbury,MA,Massachusetts,TRUE,,2816,76,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1952,42.84655,-70.86163,Salisbury,MA,Massachusetts,TRUE,,9152,229.9,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1960,42.53374,-70.97222,Peabody,MA,Massachusetts,TRUE,,54051,1303.1,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1965,42.56294,-70.82996,Prides Crossing,MA,Massachusetts,TRUE,,903,396.5,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1966,42.65432,-70.62227,Rockport,MA,Massachusetts,TRUE,,7014,387.6,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1969,42.72235,-70.88832,Rowley,MA,Massachusetts,TRUE,,6135,130.1,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1970,42.51298,-70.90266,Salem,MA,Massachusetts,TRUE,,44372,2078.5,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1982,42.62669,-70.85789,South Hamilton,MA,Massachusetts,TRUE,,7641,207.7,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1983,42.63728,-70.94251,Topsfield,MA,Massachusetts,TRUE,,6530,211.9,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1984,42.60078,-70.8826,Wenham,MA,Massachusetts,TRUE,,5006,252.4,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
1985,42.7939,-70.96906,West Newbury,MA,Massachusetts,TRUE,,4500,129.2,25009,Essex,"{""25009"": 100}",Essex,25009,FALSE,FALSE,America/New_York
2019,42.0777,-71.47407,Bellingham,MA,Massachusetts,TRUE,,16934,356.4,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2021,42.17504,-71.12645,Canton,MA,Massachusetts,TRUE,,24122,496.8,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2025,42.23603,-70.81906,Cohasset,MA,Massachusetts,TRUE,,8295,327.7,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2026,42.24665,-71.1777,Dedham,MA,Massachusetts,TRUE,,25308,951.4,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2030,42.2366,-71.28421,Dover,MA,Massachusetts,TRUE,,5894,150.7,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2032,42.15489,-71.2155,East Walpole,MA,Massachusetts,TRUE,,4878,805.5,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2035,42.06266,-71.24613,Foxboro,MA,Massachusetts,TRUE,,18431,358.4,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2038,42.08622,-71.41126,Franklin,MA,Massachusetts,TRUE,,33057,479.1,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2043,42.21678,-70.88494,Hingham,MA,Massachusetts,TRUE,,24061,418.9,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2045,42.28437,-70.88266,Hull,MA,Massachusetts,TRUE,,10120,1461.4,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2047,42.14582,-70.69603,Humarock,MA,Massachusetts,TRUE,,187,125.2,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2048,42.01626,-71.21868,Mansfield,MA,Massachusetts,TRUE,,23768,456.5,25005,Bristol,"{""25005"": 100}",Bristol,25005,FALSE,FALSE,America/New_York
2050,42.11443,-70.71487,Marshfield,MA,Massachusetts,TRUE,,25841,346.9,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2052,42.1848,-71.30501,Medfield,MA,Massachusetts,TRUE,,12775,342.3,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2053,42.15352,-71.42906,Medway,MA,Massachusetts,TRUE,,13610,455.5,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2054,42.1693,-71.36261,Millis,MA,Massachusetts,TRUE,,8481,272.1,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2056,42.11632,-71.32952,Norfolk,MA,Massachusetts,TRUE,,11531,298.8,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2061,42.16075,-70.81772,Norwell,MA,Massachusetts,TRUE,,11258,207.7,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2062,42.18563,-71.19464,Norwood,MA,Massachusetts,TRUE,,31256,1144,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2066,42.20129,-70.76155,Scituate,MA,Massachusetts,TRUE,,18781,439.6,25023,Plymouth,"{""25023"": 100}",Plymouth,25023,FALSE,FALSE,America/New_York
2067,42.10778,-71.18183,Sharon,MA,Massachusetts,TRUE,,18477,314.5,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2071,42.10392,-71.27002,South Walpole,MA,Massachusetts,TRUE,,1248,500.9,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2072,42.1192,-71.10189,Stoughton,MA,Massachusetts,TRUE,,29028,696.7,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2081,42.14689,-71.25916,Walpole,MA,Massachusetts,TRUE,,20287,441.9,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2090,42.22024,-71.21057,Westwood,MA,Massachusetts,TRUE,,16066,569.6,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2093,42.05129,-71.35522,Wrentham,MA,Massachusetts,TRUE,,12077,214.8,25021,Norfolk,"{""25021"": 100}",Norfolk,25021,FALSE,FALSE,America/New_York
2108,42.35657,-71.06516,Boston,MA,Massachusetts,TRUE,,4225,5956.4,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2109,42.36498,-71.05277,Boston,MA,Massachusetts,TRUE,,3627,8258.2,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2110,42.35797,-71.05189,Boston,MA,Massachusetts,TRUE,,2307,4979.4,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2111,42.35067,-71.06054,Boston,MA,Massachusetts,TRUE,,7841,15445.6,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2113,42.36526,-71.05524,Boston,MA,Massachusetts,TRUE,,6726,26683.6,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2114,42.36337,-71.06686,Boston,MA,Massachusetts,TRUE,,13401,11669,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2115,42.34046,-71.09481,Boston,MA,Massachusetts,TRUE,,28559,15515.2,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2116,42.35105,-71.07638,Boston,MA,Massachusetts,TRUE,,22587,13429.2,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2118,42.33806,-71.07057,Boston,MA,Massachusetts,TRUE,,27718,9839.3,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2119,42.32405,-71.08522,Roxbury,MA,Massachusetts,TRUE,,28307,6766.7,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2120,42.33212,-71.09654,Roxbury Crossing,MA,Massachusetts,TRUE,,15082,9407.1,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2121,42.3057,-71.08693,Dorchester,MA,Massachusetts,TRUE,,29888,6119.8,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2122,42.29427,-71.05185,Dorchester,MA,Massachusetts,TRUE,,23747,5401.8,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2124,42.28583,-71.07114,Dorchester Center,MA,Massachusetts,TRUE,,56070,7294.5,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2125,42.31578,-71.0562,Dorchester,MA,Massachusetts,TRUE,,32614,5808.5,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2126,42.27588,-71.0918,Mattapan,MA,Massachusetts,TRUE,,25572,5400.3,25025,Suffolk,"{""25025"": 99.25, ""25021"": 0.75}",Suffolk|Norfolk,25025|25021,FALSE,FALSE,America/New_York
2127,42.33455,-71.03875,South Boston,MA,Massachusetts,TRUE,,35266,6617.3,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2128,42.37324,-71.01616,East Boston,MA,Massachusetts,TRUE,,45501,3496.3,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2129,42.37975,-71.06167,Charlestown,MA,Massachusetts,TRUE,,20411,5821.8,25025,Suffolk,"{""25025"": 99.55, ""25017"": 0.45}",Suffolk|Middlesex,25025|25017,FALSE,FALSE,America/New_York
2130,42.30823,-71.11515,Jamaica Plain,MA,Massachusetts,TRUE,,41112,4483.5,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2131,42.28392,-71.12468,Roslindale,MA,Massachusetts,TRUE,,32609,4516.5,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2132,42.27931,-71.16072,West Roxbury,MA,Massachusetts,TRUE,,26437,2098.6,25025,Suffolk,"{""25025"": 99.82, ""25021"": 0.18}",Suffolk|Norfolk,25025|25021,FALSE,FALSE,America/New_York
2133,42.35838,-71.06383,Boston,MA,Massachusetts,TRUE,,0,0,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2134,42.35855,-71.12931,Allston,MA,Massachusetts,TRUE,,18437,5767.2,25025,Suffolk,"{""25025"": 99.66, ""25017"": 0.34}",Suffolk|Middlesex,25025|25017,FALSE,FALSE,America/New_York
2135,42.34989,-71.15417,Brighton,MA,Massachusetts,TRUE,,45024,6686.8,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2136,42.25505,-71.12662,Hyde Park,MA,Massachusetts,TRUE,,40947,3438.1,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2138,42.37997,-71.13446,Cambridge,MA,Massachusetts,TRUE,,39370,5551.3,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2139,42.36224,-71.10253,Cambridge,MA,Massachusetts,TRUE,,39707,9879.3,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2140,42.39332,-71.13342,Cambridge,MA,Massachusetts,TRUE,,20060,6686.3,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2141,42.37041,-71.08218,Cambridge,MA,Massachusetts,TRUE,,13953,8849.5,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2142,42.36295,-71.08189,Cambridge,MA,Massachusetts,TRUE,,4172,5134.8,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2143,42.38142,-71.09677,Somerville,MA,Massachusetts,TRUE,,25264,6315.3,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2144,42.40088,-71.122,Somerville,MA,Massachusetts,TRUE,,25367,8970.1,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2145,42.39206,-71.0895,Somerville,MA,Massachusetts,TRUE,,27359,7595.8,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2148,42.43048,-71.05762,Malden,MA,Massachusetts,TRUE,,65386,5003.1,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
2149,42.40643,-71.05446,Everett,MA,Massachusetts,TRUE,,48584,5486.4,25017,Middlesex,"{""25017"": 99.8, ""25025"": 0.2}",Middlesex|Suffolk,25017|25025,FALSE,FALSE,America/New_York
2150,42.39587,-71.03251,Chelsea,MA,Massachusetts,TRUE,,40009,6976.6,25025,Suffolk,"{""25025"": 99.83, ""25017"": 0.17}",Suffolk|Middlesex,25025|25017,FALSE,FALSE,America/New_York
2151,42.41887,-71.004,Revere,MA,Massachusetts,TRUE,,60736,4110.3,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2152,42.37724,-70.98115,Winthrop,MA,Massachusetts,TRUE,,19088,4447.1,25025,Suffolk,"{""25025"": 100}",Suffolk,25025,FALSE,FALSE,America/New_York
2155,42.42324,-71.10878,Medford,MA,Massachusetts,TRUE,,62996,2969.9,25017,Middlesex,"{""25017"": 100}",Middlesex,25017,FALSE,FALSE,America/New_York
